submittedAt,name,category,subcategory,brand,description,price,costPrice,stockQuantity,unit,status,isFeatured,imageUrl,barcode,weightInGrams,shortDescription,netWeight,packageSize,unitsPerCarton,origin,ingredients,allergens,nutritionalInfo,servingSize,servingsPerPack,storageInstructions,shelfLifeDays,requiresRefrigeration,requiresFreezing,isOrganic,isHalal,isKosher,isVegan,isGlutenFree,nafdacNumber,tags
07/04/2026 12.34.04,Roll Break Cappuccino,Assorted Biscuits,Wafers,LAGO,"Lago Roll Break Cappuccino is an iconic Italian wafer made with thin, crispy layers filled with rich cappuccino cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",3400,,31,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605798/claude/roll-break-cappuccino-005311.jpg,8004800005311,80,Lago Cappuccino Wafer – classic crispy Italian wafer with irresistible cappuccino cream filling.,80g,Piece,24,Italy,,Gluten|Dairy,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",80g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|cappuccino|Italian biscuits|snack
07/04/2026 12.37.13,Roll Break cocoa,Assorted Biscuits,Wafers,LAGO,"Lago Roll Break cocoa is an iconic Italian wafer made with thin, crispy layers filled with rich cocoa cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",3400,,16,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605808/claude/roll-break-cocoa-005205.jpg,8004800005205,80,Lago Cocoa Wafer – classic crispy Italian wafer with irresistible cocoa cream filling.,80g,Piece,24,Italy,,Gluten|Dairy,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",80g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|cocoa|Italian biscuits|snack
07/04/2026 12.37.33,Fettucce,Italian Pasta,Pasta,Liguori,"Fettucce by Liguori is a premium Italian pasta made by Pastificio Liguori, one of Campania's oldest pasta makers since 1795. Made from 100% durum wheat semolina and pure water, slowly dried at low temperature to preserve its natural texture and flavour. Cook in boiling salted water for 10-14 minutes.",3500,,14,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605816/claude/fettucce-010089.jpg,8008912010089,500,Liguori Fettucce – premium Italian pasta of exceptional quality.,500g,Pack,12,Italy,"Durum wheat semolina (100%), water",Gluten,"{""calories"": 350, ""protein_g"": 12, ""carbs_g"": 70, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 5}",80g (dry),~6 servings,"Store in a cool, dry place. Keep away from moisture.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,pasta|Italian pasta|liguori|fettucce
07/04/2026 12.40.35,Roll Break Hazelnut,Assorted Biscuits,Wafers,LAGO,"Lago Roll Break Hazelnut is an iconic Italian wafer made with thin, crispy layers filled with rich hazelnut cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",3400,,12,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605826/claude/roll-break-hazelnut-005267.jpg,8004800005267,80,Lago Hazelnut Wafer – classic crispy Italian wafer with irresistible hazelnut cream filling.,80g,Piece,24,Italy,,Gluten|Dairy|Tree Nuts,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",80g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|hazelnut|Italian biscuits|snack
07/04/2026 12.42.31,Bucarini,Italian Pasta,Pasta,Liguori,"Bucarini by Liguori is a premium Italian pasta made by Pastificio Liguori, one of Campania's oldest pasta makers since 1795. Made from 100% durum wheat semolina and pure water, slowly dried at low temperature to preserve its natural texture and flavour. Cook in boiling salted water for 10-14 minutes.",3500,,16,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605890/claude/bucarini-010065.jpg,8008912010065,500,Liguori Bucarini – premium Italian pasta of exceptional quality.,500g,Pack,12,Italy,"Durum wheat semolina (100%), water",Gluten,"{""calories"": 350, ""protein_g"": 12, ""carbs_g"": 70, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 5}",80g (dry),~6 servings,"Store in a cool, dry place. Keep away from moisture.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,pasta|Italian pasta|liguori|bucarini
07/04/2026 12.48.36,IL Gran Turchese Biscuits,Assorted Biscuits,Biscuits,Colussi,"Colussi IL Gran Turchese Biscuits is a classic Italian biscuit made with quality ingredients. Light, golden, and perfectly sweet. Colussi has been Italy's favourite biscuit brand since 1911.",900,,127,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605899/claude/il-gran-turchese-biscuits-079338.jpg,8002590079338,66.7,"Colussi IL Gran Turchese Biscuits – a beloved classic Italian biscuit, ideal for breakfast and snacking.",66.7g,Piece,12,Italy,,Gluten|Dairy|Eggs,"{""calories"": 415, ""protein_g"": 9, ""carbs_g"": 70, ""fat_g"": 10, ""fiber_g"": 2, ""sodium_mg"": 250}",50g,~5 servings,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,biscuit|Colussi|Italian|biscuits
07/04/2026 12.50.56,Spaghetti Quadrati,Italian Pasta,Pasta,Liguori,"Spaghetti Quadrati by Liguori is a premium Italian pasta made by Pastificio Liguori, one of Campania's oldest pasta makers since 1795. Made from 100% durum wheat semolina and pure water, slowly dried at low temperature to preserve its natural texture and flavour. Cook in boiling salted water for 10-14 minutes.",3500,,17,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605908/claude/spaghetti-quadrati-010058.jpg,8008912010058,500,Liguori Spaghetti Quadrati – premium Italian pasta of exceptional quality.,500g,Pack,12,Italy,"Durum wheat semolina (100%), water",Gluten,"{""calories"": 350, ""protein_g"": 12, ""carbs_g"": 70, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 5}",80g (dry),~6 servings,"Store in a cool, dry place. Keep away from moisture.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,pasta|Italian pasta|liguori|spaghetti
07/04/2026 12.53.29,Multipack wafer Hazelnut,Assorted Biscuits,Wafers,LAGO,"Lago Multipack wafer Hazelnut is an iconic Italian wafer made with thin, crispy layers filled with rich hazelnut cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",3850,,26,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605918/claude/multipack-wafer-hazelnut-001467.jpg,8004800001467,200,Lago Hazelnut Wafer – classic crispy Italian wafer with irresistible hazelnut cream filling.,200g,Piece,24,Italy,,Gluten|Dairy|Tree Nuts,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",200g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|hazelnut|Italian biscuits|snack
07/04/2026 12.53.53,Lumache Rigate,Italian Pasta,Pasta,Liguori,"Lumache Rigate by Liguori is a premium Italian pasta made by Pastificio Liguori, one of Campania's oldest pasta makers since 1795. Made from 100% durum wheat semolina and pure water, slowly dried at low temperature to preserve its natural texture and flavour. Cook in boiling salted water for 10-14 minutes.",3500,,14,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605926/claude/lumache-rigate-010348.jpg,8008912010348,500,Liguori Lumache Rigate – premium Italian pasta of exceptional quality.,500g,Pack,12,Italy,"Durum wheat semolina (100%), water",Gluten,"{""calories"": 350, ""protein_g"": 12, ""carbs_g"": 70, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 5}",80g (dry),~6 servings,"Store in a cool, dry place. Keep away from moisture.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,pasta|Italian pasta|liguori|lumache
07/04/2026 12.59.21,Multipack Wafer Cocoa,Assorted Biscuits,Wafer,LAGO,"Lago Multipack Wafer Cocoa is an iconic Italian wafer made with thin, crispy layers filled with rich cocoa cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",3850,,14,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605936/claude/multipack-wafer-cocoa-001450.jpg,8004800001450,200,Lago Cocoa Wafer – classic crispy Italian wafer with irresistible cocoa cream filling.,200g,Piece,24,Italy,,Gluten|Dairy,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",200g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|cocoa|Italian biscuits|snack
07/04/2026 12.57.24,Ruote,Italian Pasta,Pasta,Liguori,"Ruote by Liguori is a premium Italian pasta made by Pastificio Liguori, one of Campania's oldest pasta makers since 1795. Made from 100% durum wheat semolina and pure water, slowly dried at low temperature to preserve its natural texture and flavour. Cook in boiling salted water for 10-14 minutes.",3500,,11,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605945/claude/ruote-010171.jpg,8008912010171,500,Liguori Ruote – premium Italian pasta of exceptional quality.,500g,Pack,12,Italy,"Durum wheat semolina (100%), water",Gluten,"{""calories"": 350, ""protein_g"": 12, ""carbs_g"": 70, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 5}",80g (dry),~6 servings,"Store in a cool, dry place. Keep away from moisture.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,pasta|Italian pasta|liguori|ruote
07/04/2026 13.01.06,Fusilloni,Italian Pasta,Pasta,Liguori,"Fusilloni by Liguori is a premium Italian pasta made by Pastificio Liguori, one of Campania's oldest pasta makers since 1795. Made from 100% durum wheat semolina and pure water, slowly dried at low temperature to preserve its natural texture and flavour. Cook in boiling salted water for 10-14 minutes.",5500,,10,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605955/claude/fusilloni-014148.jpg,8008912014148,500,Liguori Fusilloni – premium Italian pasta of exceptional quality.,500g,Pack,12,Italy,"Durum wheat semolina (100%), water",Gluten,"{""calories"": 350, ""protein_g"": 12, ""carbs_g"": 70, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 5}",80g (dry),~6 servings,"Store in a cool, dry place. Keep away from moisture.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,pasta|Italian pasta|liguori|fusilloni
07/04/2026 13.04.43,Paccheri Rigati,Italian Pasta,Pasta,Liguori,"Paccheri Rigati by Liguori is a premium Italian pasta made by Pastificio Liguori, one of Campania's oldest pasta makers since 1795. Made from 100% durum wheat semolina and pure water, slowly dried at low temperature to preserve its natural texture and flavour. Cook in boiling salted water for 10-14 minutes.",5500,,7,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605963/claude/paccheri-rigati-013196.jpg,8008912013196,500,Liguori Paccheri Rigati – premium Italian pasta of exceptional quality.,500g,Pack,12,Italy,"Durum wheat semolina (100%), water",Gluten,"{""calories"": 350, ""protein_g"": 12, ""carbs_g"": 70, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 5}",80g (dry),~6 servings,"Store in a cool, dry place. Keep away from moisture.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,pasta|Italian pasta|liguori|paccheri
07/04/2026 13.05.25,Classic wafer Vanilla,Assorted Biscuits,Wafers,Loacker,Classic wafer Vanilla is a premium quality Italian biscuit made by Loacker. Made with the finest ingredients and baked to golden perfection. Ideal for any occasion.,6600,,7,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605973/claude/classic-wafer-vanilla-007240.jpg,8000380007240,175,Premium Italian biscuit by Loacker – Wafers baked to perfection.,175g,Piece,12,Italy,,Gluten|Dairy,"{""calories"": 440, ""protein_g"": 7, ""carbs_g"": 65, ""fat_g"": 18, ""fiber_g"": 2, ""sodium_mg"": 200}",30g,~5 servings,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,biscuit|loacker|Italian|wafers
07/04/2026 13.09.02,Linguine,Italian Pasta,Pasta,Liguori,"Linguine by Liguori is a premium Italian pasta made by Pastificio Liguori, one of Campania's oldest pasta makers since 1795. Made from 100% durum wheat semolina and pure water, slowly dried at low temperature to preserve its natural texture and flavour. Cook in boiling salted water for 10-14 minutes.",3500,,7,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605983/claude/linguine-010072.jpg,8008912010072,500,Liguori Linguine – premium Italian pasta of exceptional quality.,500g,Pack,12,Italy,"Durum wheat semolina (100%), water",Gluten,"{""calories"": 350, ""protein_g"": 12, ""carbs_g"": 70, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 5}",80g (dry),~6 servings,"Store in a cool, dry place. Keep away from moisture.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,pasta|Italian pasta|liguori|linguine
07/04/2026 13.10.49,classic wafer Hazelnut,Assorted Biscuits,Wafers,Loacker,classic wafer Hazelnut is a premium quality Italian biscuit made by Loacker. Made with the finest ingredients and baked to golden perfection. Ideal for any occasion.,6600,,14,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776605992/claude/classic-wafer-hazelnut-007219.jpg,8000380007219,175,Premium Italian biscuit by Loacker – Wafers baked to perfection.,175g,Piece,12,Italy,,Gluten|Dairy,"{""calories"": 440, ""protein_g"": 7, ""carbs_g"": 65, ""fat_g"": 18, ""fiber_g"": 2, ""sodium_mg"": 200}",30g,~5 servings,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,biscuit|loacker|Italian|wafers
07/04/2026 13.15.17,Classic wafer Cocoa,Assorted Biscuits,Wafers,Loacker,Classic wafer Cocoa is a premium quality Italian biscuit made by Loacker. Made with the finest ingredients and baked to golden perfection. Ideal for any occasion.,6600,,8,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606002/claude/classic-wafer-cocoa-007264.jpg,8000380007264,175,Premium Italian biscuit by Loacker – Wafers baked to perfection.,175g,Piece,12,Italy,,Gluten|Dairy,"{""calories"": 440, ""protein_g"": 7, ""carbs_g"": 65, ""fat_g"": 18, ""fiber_g"": 2, ""sodium_mg"": 200}",30g,~5 servings,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,biscuit|loacker|Italian|wafers
07/04/2026 13.18.40,Gnocchi Sardi,Italian Pasta,Pasta,Liguori,"Gnocchi Sardi by Liguori is a premium Italian pasta made by Pastificio Liguori, one of Campania's oldest pasta makers since 1795. Made from 100% durum wheat semolina and pure water, slowly dried at low temperature to preserve its natural texture and flavour. Cook in boiling salted water for 10-14 minutes.",3500,,12,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606011/claude/gnocchi-sardi-010331.jpg,8008912010331,500,Liguori Gnocchi Sardi – premium Italian pasta of exceptional quality.,500g,Pack,12,Italy,"Durum wheat semolina (100%), water",Gluten,"{""calories"": 350, ""protein_g"": 12, ""carbs_g"": 70, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 5}",80g (dry),~6 servings,"Store in a cool, dry place. Keep away from moisture.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,pasta|Italian pasta|liguori|gnocchi
07/04/2026 13.23.22,Spaghettini,Italian Pasta,Pasta,Liguori,"Spaghettini by Liguori is a premium Italian pasta made by Pastificio Liguori, one of Campania's oldest pasta makers since 1795. Made from 100% durum wheat semolina and pure water, slowly dried at low temperature to preserve its natural texture and flavour. Cook in boiling salted water for 10-14 minutes.",3500,,14,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606021/claude/spaghettini-010027.jpg,8008912010027,500,Liguori Spaghettini – premium Italian pasta of exceptional quality.,500g,Pack,12,Italy,"Durum wheat semolina (100%), water",Gluten,"{""calories"": 350, ""protein_g"": 12, ""carbs_g"": 70, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 5}",80g (dry),~6 servings,"Store in a cool, dry place. Keep away from moisture.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,pasta|Italian pasta|liguori|spaghettini
07/04/2026 13.28.24,Vermicelli,Italian Pasta,Pasta,Liguori,"Vermicelli by Liguori is a premium Italian pasta made by Pastificio Liguori, one of Campania's oldest pasta makers since 1795. Made from 100% durum wheat semolina and pure water, slowly dried at low temperature to preserve its natural texture and flavour. Cook in boiling salted water for 10-14 minutes.",3500,,20,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606030/claude/vermicelli-010041.jpg,8008912010041,500,Liguori Vermicelli – premium Italian pasta of exceptional quality.,500g,Pack,12,Italy,"Durum wheat semolina (100%), water",Gluten,"{""calories"": 350, ""protein_g"": 12, ""carbs_g"": 70, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 5}",80g (dry),~6 servings,"Store in a cool, dry place. Keep away from moisture.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,pasta|Italian pasta|liguori|vermicelli
07/04/2026 13.36.10,Fusilli Corti Bucati,Italian Pasta,Pasta,Liguori,"Fusilli Corti Bucati by Liguori is a premium Italian pasta made by Pastificio Liguori, one of Campania's oldest pasta makers since 1795. Made from 100% durum wheat semolina and pure water, slowly dried at low temperature to preserve its natural texture and flavour. Cook in boiling salted water for 10-14 minutes.",3500,,9,Pack,Active,,https://res.cloudinary.com/nigittriple/image/upload/v1776606039/claude/fusilli-corti-bucati-010324.jpg,8008912010324,500,Liguori Fusilli Corti Bucati – premium Italian pasta of exceptional quality.,500g,Pack,12,Italy,"Durum wheat semolina (100%), water",Gluten,"{""calories"": 350, ""protein_g"": 12, ""carbs_g"": 70, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 5}",80g (dry),~6 servings,"Store in a cool, dry place. Keep away from moisture.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,pasta|Italian pasta|liguori|fusilli
07/04/2026 13.40.32,Semi Di Melone,Italian Pasta,Pasta,Liguori,"Semi Di Melone by Liguori is a premium Italian pasta made by Pastificio Liguori, one of Campania's oldest pasta makers since 1795. Made from 100% durum wheat semolina and pure water, slowly dried at low temperature to preserve its natural texture and flavour. Cook in boiling salted water for 10-14 minutes.",3500,,9,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606048/claude/semi-di-melone-010867.jpg,8008912010867,500,Liguori Semi Di Melone – premium Italian pasta of exceptional quality.,500g,Pack,12,Italy,"Durum wheat semolina (100%), water",Gluten,"{""calories"": 350, ""protein_g"": 12, ""carbs_g"": 70, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 5}",80g (dry),~6 servings,"Store in a cool, dry place. Keep away from moisture.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,pasta|Italian pasta|liguori|semi
07/04/2026 13.47.57,Chifferini,Italian Pasta,Pasta,Liguori,"Chifferini by Liguori is a premium Italian pasta made by Pastificio Liguori, one of Campania's oldest pasta makers since 1795. Made from 100% durum wheat semolina and pure water, slowly dried at low temperature to preserve its natural texture and flavour. Cook in boiling salted water for 10-14 minutes.",3500,,15,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606057/claude/chifferini-010812.jpg,8008912010812,500,Liguori Chifferini – premium Italian pasta of exceptional quality.,500g,Pack,12,Italy,"Durum wheat semolina (100%), water",Gluten,"{""calories"": 350, ""protein_g"": 12, ""carbs_g"": 70, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 5}",80g (dry),~6 servings,"Store in a cool, dry place. Keep away from moisture.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,pasta|Italian pasta|liguori|chifferini
07/04/2026 13.51.24,Wafer Cocoa,Assorted Biscuits,Wafers,LAGO,"Lago Wafer Cocoa is an iconic Italian wafer made with thin, crispy layers filled with rich cocoa cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",3300,,15,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606067/claude/wafer-cocoa-002686.jpg,8004800002686,175,Lago Cocoa Wafer – classic crispy Italian wafer with irresistible cocoa cream filling.,175g,Piece,24,Italy,,Gluten|Dairy,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",175g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|cocoa|Italian biscuits|snack
07/04/2026 13.55.26,poker Wafer Lemon,Assorted Biscuits,Wafers,LAGO,"Lago poker Wafer Lemon is an iconic Italian wafer made with thin, crispy layers filled with rich lemon cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",3500,,27,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606079/claude/poker-wafer-lemon-003799.jpg,80048003799,150,Lago Lemon Wafer – classic crispy Italian wafer with irresistible lemon cream filling.,150g,Piece,24,Italy,,Gluten|Dairy,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",150g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|lemon|Italian biscuits|snack
07/04/2026 13.58.11,Poker Wafer Hazelnut,Assorted Biscuits,Wafers,LAGO,"Lago Poker Wafer Hazelnut is an iconic Italian wafer made with thin, crispy layers filled with rich hazelnut cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",3000,,35,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606090/claude/poker-wafer-hazelnut-002884.jpg,8004800002884,150,Lago Hazelnut Wafer – classic crispy Italian wafer with irresistible hazelnut cream filling.,150g,Piece,24,Italy,,Gluten|Dairy|Tree Nuts,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",150g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|hazelnut|Italian biscuits|snack
07/04/2026 14.02.25,Poker Wafer Vanilla,Assorted Biscuits,Wafera,LAGO,"Lago Poker Wafer Vanilla is an iconic Italian wafer made with thin, crispy layers filled with rich vanilla cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",3000,,11,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606101/claude/poker-wafer-vanilla-002860.jpg,8004800002860,150,Lago Vanilla Wafer – classic crispy Italian wafer with irresistible vanilla cream filling.,150g,Piece,24,Italy,,Gluten|Dairy,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",150g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|vanilla|Italian biscuits|snack
07/04/2026 14.07.31,Poker Wafer Cocoa,Assorted Biscuits,Wafers,LAGO,"Lago Poker Wafer Cocoa is an iconic Italian wafer made with thin, crispy layers filled with rich cocoa cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",3000,,24,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606111/claude/poker-wafer-cocoa-002877.jpg,8004800002877,150,Lago Cocoa Wafer – classic crispy Italian wafer with irresistible cocoa cream filling.,150g,Piece,24,Italy,,Gluten|Dairy,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",150g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|cocoa|Italian biscuits|snack
07/04/2026 14.09.23,Orzo,Italian Pasta,Pasta,Liguori,"Orzo by Liguori is a premium Italian pasta made by Pastificio Liguori, one of Campania's oldest pasta makers since 1795. Made from 100% durum wheat semolina and pure water, slowly dried at low temperature to preserve its natural texture and flavour. Cook in boiling salted water for 10-14 minutes.",3500,,10,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606120/claude/orzo-010881.jpg,8008912010881,500,Liguori Orzo – premium Italian pasta of exceptional quality.,500g,Pack,12,Italy,"Durum wheat semolina (100%), water",Gluten,"{""calories"": 350, ""protein_g"": 12, ""carbs_g"": 70, ""fat_g"": 1.5, ""fiber_g"": 3, ""sodium_mg"": 5}",80g (dry),~6 servings,"Store in a cool, dry place. Keep away from moisture.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,pasta|Italian pasta|liguori|orzo
07/04/2026 14.10.33,Mini Roll Hazelnut,Assorted Biscuits,Wafers,LAGO,"Lago Mini Roll Hazelnut is an iconic Italian wafer made with thin, crispy layers filled with rich hazelnut cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",4500,,7,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606137/claude/mini-roll-hazelnut-005519.jpg,8004800005519,125,Lago Hazelnut Wafer – classic crispy Italian wafer with irresistible hazelnut cream filling.,125g,Piece,24,Italy,,Gluten|Dairy|Tree Nuts,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",125g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|hazelnut|Italian biscuits|snack
07/04/2026 14.13.30,Mini Roll Coconut,Assorted Biscuits,wafers,LAGO,"Lago Mini Roll Coconut is an iconic Italian wafer made with thin, crispy layers filled with rich coconut cream. Light, crunchy and absolutely delicious. Crafted in Italy since 1948.",4500,,8,Piece,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776606147/claude/mini-roll-coconut-005526.jpg,8004800005526,125,Lago Coconut Wafer – classic crispy Italian wafer with irresistible coconut cream filling.,125g,Piece,24,Italy,,Gluten|Dairy,"{""calories"": 505, ""protein_g"": 6, ""carbs_g"": 62, ""fat_g"": 26, ""fiber_g"": 2, ""sodium_mg"": 180}",125g (1 piece),1 serving,"Store in a cool, dry place. Once opened, keep in an airtight container.",365,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wafer|biscuit|Lago|coconut|Italian biscuits|snack
