name,slug,sku,barcode,description,shortDescription,price,comparePrice,costPrice,stockQuantity,lowStockThreshold,categoryId,brandId,status,isFeatured,isNewArrival,isOnPromotion,tags,images,netWeight,unitsPerCarton,origin,weight,isHalal,isOrganic,isKosher,isVegan,isGlutenFree,naifdaNumber,storageInstructions,ingredients,allergens,isScalable,scaleUnit,pricePerUnit,minOrderQty,maxOrderQty,scaleStep,scalePresets,scaleWareCode,variations
Semi Sweet Wine Strawberry Rose,semi-sweet-wine-strawberry-rose,AWXX-SEMSWE-443549,087872634502,"Semi Sweet Wine Strawberry Rose by Stella Rosa is a premium Italian ros?ine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",Stella Rosa Semi Sweet Wine Strawberry Rose ? a distinguished Italian ros?ine with elegant character.,16000,,,4,5,69e5aa4f40cdaab22a0a1b02,69e5abf9e318e71f08831549,ACTIVE,,,,wine|Italian wine|stella rosa|ros?fine wine,https://res.cloudinary.com/nigittriple/image/upload/v1776615843/claude/semi-sweet-wine-strawberry-rose-634502.jpg,750ml,6,Italy,0.75,,,,,,,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",,Sulphites,,,,,,,,,[]
Semi Sweet Wine Pink,semi-sweet-wine-pink,AWXX-SEMSWE-477064,08787263223,"Semi Sweet Wine Pink by Low Alcoholic Wine is a premium Italian Italian wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",Low Alcoholic Wine Semi Sweet Wine Pink ? a distinguished Italian Italian wine with elegant character.,16000,,,8,5,69e5aa4f40cdaab22a0a1b02,69e5abfae318e71f0883154a,ACTIVE,,,,wine|Italian wine|low alcoholic wine|Italian|fine wine,https://res.cloudinary.com/nigittriple/image/upload/v1776615834/claude/semi-sweet-wine-pink-263223.jpg,750ml,6,Italy,0.75,,,,,,,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",,Sulphites,,,,,,,,,[]
Semi Sweet Wine Blackberry Flavour,semi-sweet-wine-blackberry-flavour,AWXX-SEMSWE-625820,087872634205,"Semi Sweet Wine Blackberry Flavour by Stella Rosa is a premium Italian Italian wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",Stella Rosa Semi Sweet Wine Blackberry Flavour ? a distinguished Italian Italian wine with elegant character.,16000,,,10,5,69e5aa4f40cdaab22a0a1b02,69e5abf9e318e71f08831549,ACTIVE,,,,wine|Italian wine|stella rosa|Italian|fine wine,https://res.cloudinary.com/nigittriple/image/upload/v1776615825/claude/semi-sweet-wine-blackberry-flavour-634205.jpg,750ml,6,Italy,0.75,,,,,,,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",,Sulphites,,,,,,,,,[]
Semi Sweet Wine Moscato Dasti,semi-sweet-wine-moscato-dasti,AWXX-SEMSWE-760018,087872630122,"Semi Sweet Wine Moscato Dasti by Stella Rosa is a premium Italian Italian wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",Stella Rosa Semi Sweet Wine Moscato Dasti ? a distinguished Italian Italian wine with elegant character.,22000,,,11,5,69e5aa4f40cdaab22a0a1b02,69e5abf9e318e71f08831549,ACTIVE,,,,wine|Italian wine|stella rosa|Italian|fine wine,https://res.cloudinary.com/nigittriple/image/upload/v1776615815/claude/semi-sweet-wine-moscato-dasti-630122.jpg,750ml,6,Italy,0.75,,,,,,,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",,Sulphites,,,,,,,,,[]
Semi Sweet Wine Red,semi-sweet-wine-red,AWXX-SEMSWE-677069,087872630139,"Semi Sweet Wine Red by Stella Rosa is a premium Italian red wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",Stella Rosa Semi Sweet Wine Red ? a distinguished Italian red wine with elegant character.,16000,,,5,5,69e5aa4f40cdaab22a0a1b02,69e5abf9e318e71f08831549,ACTIVE,,,,wine|Italian wine|stella rosa|red|fine wine,https://res.cloudinary.com/nigittriple/image/upload/v1776615807/claude/semi-sweet-wine-red-630139.jpg,750ml,6,Italy,0.75,,,,,,,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",,Sulphites,,,,,,,,,[]
Semi Sweet Wine Watermelon Flavour,semi-sweet-wine-watermelon-flavour,AWXX-SEMSWE-853417,087872638425,"Semi Sweet Wine Watermelon Flavour by Stella Rosa is a premium Italian Italian wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",Stella Rosa Semi Sweet Wine Watermelon Flavour ? a distinguished Italian Italian wine with elegant character.,16000,,,17,5,69e5aa4f40cdaab22a0a1b02,69e5abf9e318e71f08831549,ACTIVE,,,,wine|Italian wine|stella rosa|Italian|fine wine,https://res.cloudinary.com/nigittriple/image/upload/v1776615797/claude/semi-sweet-wine-watermelon-flavour-638425.jpg,750ml,6,Italy,0.75,,,,,,,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",,Sulphites,,,,,,,,,[]
Semi Sweet Wine Berry Flavour,semi-sweet-wine-berry-flavour,AWXX-SEMSWE-758131,087872632225,"Semi Sweet Wine Berry Flavour by Stella Rosa is a premium Italian Italian wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",Stella Rosa Semi Sweet Wine Berry Flavour ? a distinguished Italian Italian wine with elegant character.,16000,,,8,5,69e5aa4f40cdaab22a0a1b02,69e5abf9e318e71f08831549,ACTIVE,,,,wine|Italian wine|stella rosa|Italian|fine wine,https://res.cloudinary.com/nigittriple/image/upload/v1776615788/claude/semi-sweet-wine-berry-flavour-632225.jpg,750ml,6,Italy,0.75,,,,,,,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",,Sulphites,,,,,,,,,[]
Millennium Sparkling Water 33Cl,millennium-sparkling-water-33cl,DXXX-MILSPA-823579,8001620023082,Millennium Sparkling Water 33Cl by San Benedetto is a refreshing non-alcoholic beverage available at NigiTriple Supermarket.,Millennium Sparkling Water 33Cl ? refreshing water by San Benedetto.,1000,,,47,5,69e5aa5140cdaab22a0a1b04,69e5aab540cdaab22a0a1b56,ACTIVE,,,,drinks|san benedetto|water,https://res.cloudinary.com/nigittriple/image/upload/v1776615765/claude/millennium-sparkling-water-33cl-023082.jpg,330ml,24,Italy,0.33,,,,,,,Best served chilled. Store in a cool place.,,,,,,,,,,,[]
Romantic Memwa women body wash,romantic-memwa-women-body-wash,HXXX-ROMMEM-855514,0655498700811,Romantic Memwa women body wash by Tize bi Sharshabill is a quality household product available at NigiTriple Supermarket.,Tize bi Sharshabill Romantic Memwa women body wash ? quality household product for everyday use.,6875,,,0,5,69e5aa5240cdaab22a0a1b05,69e5abf8e318e71f08831548,ACTIVE,,,,household|tize bi sharshabill|toiletries,https://res.cloudinary.com/nigittriple/image/upload/v1776615756/claude/romantic-memwa-women-body-wash-700811.jpg,1.0L,24,Italy,1,,,,,,,"Store in a cool, dry place away from children.",,,,,,,,,,,[]
Sparkling Water 75CL,sparkling-water-75cl,DXXX-SPAWAT-201420,8002270083709,Sparkling Water 75CL by San Pellegrino is a refreshing non-alcoholic beverage available at NigiTriple Supermarket.,Sparkling Water 75CL ? refreshing water by San Pellegrino.,4000,,,22,5,69e5aa5140cdaab22a0a1b04,69e5abf1e318e71f08831541,ACTIVE,,,,drinks|san pellegrino|water,https://res.cloudinary.com/nigittriple/image/upload/v1776615748/claude/sparkling-water-75cl-083709.jpg,750ml,24,Italy,0.75,,,,,,,Best served chilled. Store in a cool place.,,,,,,,,,,,[]
Natural Minerals Water 75CL,natural-minerals-water-75cl-egsb,DXXX-NATMIN-137227,8000815003908,Natural Minerals Water 75CL by Acqua Panna is a refreshing non-alcoholic beverage available at NigiTriple Supermarket.,Natural Minerals Water 75CL ? refreshing water by Acqua Panna.,4000,,,25,5,69e5aa5140cdaab22a0a1b04,69e5abf6e318e71f08831546,ACTIVE,,,,drinks|acqua panna|water,https://res.cloudinary.com/nigittriple/image/upload/v1776615738/claude/natural-minerals-water-75cl-003908.jpg,750ml,24,Italy,0.75,,,,,,,Best served chilled. Store in a cool place.,,,,,,,,,,,[]
Memwa women body wash,memwa-women-body-wash,HXXX-MEMWOM-872754,0655498700866,"Memwa women body wash by LELE SABB, Giorgio Mirani, 1212Sexy is a quality household product available at NigiTriple Supermarket.","LELE SABB, Giorgio Mirani, 1212Sexy Memwa women body wash ? quality household product for everyday use.",6875,,,4,5,69e5aa5240cdaab22a0a1b05,69e5abf7e318e71f08831547,ACTIVE,,,,"household|lele sabb, giorgio mirani, 1212sexy|toiletries",https://res.cloudinary.com/nigittriple/image/upload/v1776615729/claude/memwa-women-body-wash-700866.jpg,960g,24,Italy,0.96,,,,,,,"Store in a cool, dry place away from children.",,,,,,,,,,,[]
Natural Mineral Water Pack 25cl*6,natural-mineral-water-pack-25cl-6,DXXX-NATMIN-732438,8000815014768,Natural Mineral Water Pack 25cl*6 by Acqua Panna is a refreshing non-alcoholic beverage available at NigiTriple Supermarket.,Natural Mineral Water Pack 25cl*6 ? refreshing water by Acqua Panna.,12000,,,8,5,69e5aa5140cdaab22a0a1b04,69e5abf6e318e71f08831546,ACTIVE,,,,drinks|acqua panna|water,https://res.cloudinary.com/nigittriple/image/upload/v1776615720/claude/natural-mineral-water-pack-25cl-6-014768.jpg,1500ml,24,Italy,1.5,,,,,,,Best served chilled. Store in a cool place.,,,,,,,,,,,[]
Bagnodoccia Body wash_Sensual Touch,bagnodoccia-body-wash-sensual-touch,HXXX-BAGBOD-511236,8008970055428,Bagnodoccia Body wash_Sensual Touch by Vidal is a quality household product available at NigiTriple Supermarket.,Vidal Bagnodoccia Body wash_Sensual Touch ? quality household product for everyday use.,5900,,,7,5,69e5aa5240cdaab22a0a1b05,69e5abf5e318e71f08831545,ACTIVE,,,,household|vidal|toiletries,https://res.cloudinary.com/nigittriple/image/upload/v1776615710/claude/bagnodoccia-body-wash-sensual-touch-055428.jpg,480g,24,Italy,0.48,,,,,,,"Store in a cool, dry place away from children.",,,,,,,,,,,[]
Bagnodoccia Body wash with Argan oil,bagnodoccia-body-wash-with-argan-oil,HXXX-BAGBOD-634945,8008970055374,Bagnodoccia Body wash with Argan oil by Vidal is a quality household product available at NigiTriple Supermarket.,Vidal Bagnodoccia Body wash with Argan oil ? quality household product for everyday use.,4500,,,1,5,69e5aa5240cdaab22a0a1b05,69e5abf5e318e71f08831545,ACTIVE,,,,household|vidal|toiletries,https://res.cloudinary.com/nigittriple/image/upload/v1776615701/claude/bagnodoccia-body-wash-with-argan-oil-055374.jpg,480g,24,Italy,0.48,,,,,,,"Store in a cool, dry place away from children.",,,,,,,,,,,[]
Neutro _ bagnoschiuma antibatterico,neutro-bagnoschiuma-antibatterico,HXXX-NEU_-495250,8033993194441,Neutro _ bagnoschiuma antibatterico by neutro derma is a quality household product available at NigiTriple Supermarket.,neutro derma Neutro _ bagnoschiuma antibatterico ? quality household product for everyday use.,3895,,,6,5,69e5aa5240cdaab22a0a1b05,69e5abf3e318e71f08831543,ACTIVE,,,,household|neutro derma|toiletries,https://res.cloudinary.com/nigittriple/image/upload/v1776615686/claude/neutro-bagnoschiuma-antibatterico-194441.jpg,730g,24,Italy,0.73,,,,,,,"Store in a cool, dry place away from children.",,,,,,,,,,,[]
Ginger Beer,ginger-beer-2kk9,DXXX-GINBEE-546002,5060108450348,Ginger Beer by Fever Tree is a refreshing non-alcoholic beverage available at NigiTriple Supermarket.,Ginger Beer ? refreshing soft drink by Fever Tree.,4000,,,8,5,69e5aa5140cdaab22a0a1b04,69e5abf3e318e71f08831544,ACTIVE,,,,drinks|fever tree|soft drink,https://res.cloudinary.com/nigittriple/image/upload/v1776615672/claude/ginger-beer-450348.jpg,200ml,24,Italy,0.2,,,,,,,Best served chilled. Store in a cool place.,,,,,,,,,,,[]
Latte D' Avena_bagnoschiuma emolliente,latte-d-avena-bagnoschiuma-emolliente,HXXX-LATD'-916635,8033993194403,Latte D' Avena_bagnoschiuma emolliente by neutro derma is a quality household product available at NigiTriple Supermarket.,neutro derma Latte D' Avena_bagnoschiuma emolliente ? quality household product for everyday use.,3785,,,10,5,69e5aa5240cdaab22a0a1b05,69e5abf3e318e71f08831543,ACTIVE,,,,household|neutro derma|toiletries,,730g,24,Italy,0.73,,,,,,,"Store in a cool, dry place away from children.",,,,,,,,,,,[]
Pink Pepper Tonic Water,pink-pepper-tonic-water,DXXX-PINPEP-835280,8056666570021,Pink Pepper Tonic Water by Chantry Well is a refreshing non-alcoholic beverage available at NigiTriple Supermarket.,Pink Pepper Tonic Water ? refreshing soft drink by Chantry Well.,3700,,,0,5,69e5aa5140cdaab22a0a1b04,69e5abf2e318e71f08831542,ACTIVE,,,,drinks|chantry well|soft drink,https://res.cloudinary.com/nigittriple/image/upload/v1776615662/claude/pink-pepper-tonic-water-570021.jpg,200ml,24,Italy,0.2,,,,,,,Best served chilled. Store in a cool place.,,,,,,,,,,,[]
Lemon  Drink,lemon-drink,DXXX-LEMDRI-951302,8056666570038,Lemon  Drink by Chantry Well is a refreshing non-alcoholic beverage available at NigiTriple Supermarket.,Lemon  Drink ? refreshing soft drink by Chantry Well.,3700,,,2,5,69e5aa5140cdaab22a0a1b04,69e5abf2e318e71f08831542,ACTIVE,,,,drinks|chantry well|soft drink,https://res.cloudinary.com/nigittriple/image/upload/v1776615652/claude/lemon-drink-570038.jpg,200ml,24,Italy,0.2,,,,,,,Best served chilled. Store in a cool place.,,,,,,,,,,,[]
Latte Di Mandorla,latte-di-mandorla,HXXX-LATDI-903428,8033993194434,Latte Di Mandorla by neutro derma is a quality household product available at NigiTriple Supermarket.,neutro derma Latte Di Mandorla ? quality household product for everyday use.,3985,,,16,5,69e5aa5240cdaab22a0a1b05,69e5abf3e318e71f08831543,ACTIVE,,,,household|neutro derma|toiletries,https://res.cloudinary.com/nigittriple/image/upload/v1776615643/claude/latte-di-mandorla-194434.jpg,730g,24,Italy,0.73,,,,,,,"Store in a cool, dry place away from children.",,,,,,,,,,,[]
Talco Liquido_bagnoschiuma delicato,talco-liquido-bagnoschiuma-delicato,HXXX-TALLIQ-436623,8033993194472,Talco Liquido_bagnoschiuma delicato by neutro derma is a quality household product available at NigiTriple Supermarket.,neutro derma Talco Liquido_bagnoschiuma delicato ? quality household product for everyday use.,3985,,,9,5,69e5aa5240cdaab22a0a1b05,69e5abf3e318e71f08831543,ACTIVE,,,,household|neutro derma|toiletries,https://res.cloudinary.com/nigittriple/image/upload/v1776615632/claude/talco-liquido-bagnoschiuma-delicato-194472.jpg,730g,24,Italy,0.73,,,,,,,"Store in a cool, dry place away from children.",,,,,,,,,,,[]
Old Tonic,old-tonic,DXXX-OLDTON-310152,8056666570014,Old Tonic by Chantry Well is a refreshing non-alcoholic beverage available at NigiTriple Supermarket.,Old Tonic ? refreshing soft drink by Chantry Well.,3700,,,1,5,69e5aa5140cdaab22a0a1b04,69e5abf2e318e71f08831542,ACTIVE,,,,drinks|chantry well|soft drink,https://res.cloudinary.com/nigittriple/image/upload/v1776615624/claude/old-tonic-570014.jpg,200ml,24,Italy,0.2,,,,,,,Best served chilled. Store in a cool place.,,,,,,,,,,,[]
Latte Di Cocco _ bagnoschiuma idratante,latte-di-cocco-bagnoschiuma-idratante,HXXX-LATDI-235472,8033993194410,Latte Di Cocco _ bagnoschiuma idratante by neutro derma is a quality household product available at NigiTriple Supermarket.,neutro derma Latte Di Cocco _ bagnoschiuma idratante ? quality household product for everyday use.,3895,,,8,5,69e5aa5240cdaab22a0a1b05,69e5abf3e318e71f08831543,ACTIVE,,,,household|neutro derma|toiletries,https://res.cloudinary.com/nigittriple/image/upload/v1776615613/claude/latte-di-cocco-bagnoschiuma-idratante-194410.jpg,730g,24,Italy,0.73,,,,,,,"Store in a cool, dry place away from children.",,,,,,,,,,,[]
Ginger Beer,ginger-beer,DXXX-GINBEE-247361,8056666570007,Ginger Beer by Chantry Well is a refreshing non-alcoholic beverage available at NigiTriple Supermarket.,Ginger Beer ? refreshing soft drink by Chantry Well.,3700,,,9,5,69e5aa5140cdaab22a0a1b04,69e5abf2e318e71f08831542,ACTIVE,,,,drinks|chantry well|soft drink,https://res.cloudinary.com/nigittriple/image/upload/v1776615604/claude/ginger-beer-570007.jpg,200ml,24,Italy,0.2,,,,,,,Best served chilled. Store in a cool place.,,,,,,,,,,,[]
Candeggina Piu_ Armonie floreali,candeggina-piu-armonie-floreali,HXXX-CANPIU-759263,8001480709133,Candeggina Piu_ Armonie floreali by Ace is a quality household product available at NigiTriple Supermarket.,Ace Candeggina Piu_ Armonie floreali ? quality household product for everyday use.,8900,,,2,5,69e5aa5240cdaab22a0a1b05,69e5ab0040cdaab22a0a1b96,ACTIVE,,,,household|ace|cleaning agent,https://res.cloudinary.com/nigittriple/image/upload/v1776615594/claude/candeggina-piu-armonie-floreali-709133.jpg,2.5L,24,Italy,2.5,,,,,,,"Store in a cool, dry place away from children.",,,,,,,,,,,[]
Gassosa Lemonade Drink Pack 20cl*4,gassosa-lemonade-drink-pack-20cl-4,DXXX-GASLEM-734730,80067603,Gassosa Lemonade Drink Pack 20cl*4 by San Pellegrino is a refreshing non-alcoholic beverage available at NigiTriple Supermarket.,Gassosa Lemonade Drink Pack 20cl*4 ? refreshing juice by San Pellegrino.,9500,,,2,5,69e5aa5140cdaab22a0a1b04,69e5abf1e318e71f08831541,ACTIVE,,,,drinks|san pellegrino|juice,https://res.cloudinary.com/nigittriple/image/upload/v1776615573/claude/gassosa-lemonade-drink-pack-20cl-4-067603.jpg,800ml,24,Italy,0.8,,,,,,,Best served chilled. Store in a cool place.,,,,,,,,,,,[]
Cocktail Drink Pack 20cl*4,cocktail-drink-pack-20cl-4,DXXX-COCDRI-234591,80048756,Cocktail Drink Pack 20cl*4 by San Pellegrino is a refreshing non-alcoholic beverage available at NigiTriple Supermarket.,Cocktail Drink Pack 20cl*4 ? refreshing juice by San Pellegrino.,5000,,,0,5,69e5aa5140cdaab22a0a1b04,69e5abf1e318e71f08831541,ACTIVE,,,,drinks|san pellegrino|juice,https://res.cloudinary.com/nigittriple/image/upload/v1776614432/claude/cocktail-drink-pack-20cl-4-048756.jpg,800ml,24,Italy,0.8,,,,,,,Best served chilled. Store in a cool place.,,,,,,,,,,,[]
Candeggina gel,candeggina-gel-j81q,HXXX-CANGEL-608204,8003650012806,Candeggina gel by WC NET is a quality household product available at NigiTriple Supermarket.,WC NET Candeggina gel ? quality household product for everyday use.,6550,,,6,5,69e5aa5240cdaab22a0a1b05,69e5abede318e71f0883153e,ACTIVE,,,,household|wc net|cleaning agent,https://res.cloudinary.com/nigittriple/image/upload/v1776614416/claude/candeggina-gel-012806.jpg,690g,24,Italy,0.69,,,,,,,"Store in a cool, dry place away from children.",,,,,,,,,,,[]
Original Receipt Flavour Pack 10cl*10,original-receipt-flavour-pack-10cl-10,DXXX-ORIREC-196596,8000845005149,Original Receipt Flavour Pack 10cl*10 by Crodino is a refreshing non-alcoholic beverage available at NigiTriple Supermarket.,Original Receipt Flavour Pack 10cl*10 ? refreshing juice by Crodino.,20000,,,4,5,69e5aa5140cdaab22a0a1b04,69e5abf0e318e71f08831540,ACTIVE,,,,drinks|crodino|juice,https://res.cloudinary.com/nigittriple/image/upload/v1776614405/claude/original-receipt-flavour-pack-10cl-10-005149.jpg,1000ml,24,Italy,1,,,,,,,Best served chilled. Store in a cool place.,,,,,,,,,,,[]
Soft blue oxygen,soft-blue-oxygen,HXXX-SOFBLU-631826,8003640015528,Soft blue oxygen by Sosteniamo L'ambiente is a quality household product available at NigiTriple Supermarket.,Sosteniamo L'ambiente Soft blue oxygen ? quality household product for everyday use.,8000,,,5,5,69e5aa5240cdaab22a0a1b05,69e5abeee318e71f0883153f,ACTIVE,,,,household|sosteniamo l'ambiente|detergent,https://res.cloudinary.com/nigittriple/image/upload/v1776614390/claude/soft-blue-oxygen-015528.jpg,1.1L,24,Italy,1.1,,,,,,,"Store in a cool, dry place away from children.",,,,,,,,,,,[]
Red Orange Pack 10clx10,red-orange-pack-10clx10,DXXX-REDORA-290138,8000845065815,Red Orange Pack 10clx10 by Crodino is a refreshing non-alcoholic beverage available at NigiTriple Supermarket.,Red Orange Pack 10clx10 ? refreshing juice by Crodino.,20000,,,6,5,69e5aa5140cdaab22a0a1b04,69e5abf0e318e71f08831540,ACTIVE,,,,drinks|crodino|juice,https://res.cloudinary.com/nigittriple/image/upload/v1776614376/claude/red-orange-pack-10clx10-065815.jpg,100ml,24,Italy,0.1,,,,,,,Best served chilled. Store in a cool place.,,,,,,,,,,,[]
Soft Lavanda,soft-lavanda,HXXX-SOFLAV-931783,8003640015535,Soft Lavanda by Sosteniamo L'ambiente is a quality household product available at NigiTriple Supermarket.,Sosteniamo L'ambiente Soft Lavanda ? quality household product for everyday use.,8000,,,6,5,69e5aa5240cdaab22a0a1b05,69e5abeee318e71f0883153f,ACTIVE,,,,household|sosteniamo l'ambiente|detergent,https://res.cloudinary.com/nigittriple/image/upload/v1776614363/claude/soft-lavanda-015535.jpg,1.1L,24,Italy,1.1,,,,,,,"Store in a cool, dry place away from children.",,,,,,,,,,,[]
Candeggina gel,candeggina-gel,HXXX-CANGEL-252505,8003650012906,Candeggina gel by WC NET is a quality household product available at NigiTriple Supermarket.,WC NET Candeggina gel ? quality household product for everyday use.,6550,,,11,5,69e5aa5240cdaab22a0a1b05,69e5abede318e71f0883153e,ACTIVE,,,,household|wc net|cleaning agent,https://res.cloudinary.com/nigittriple/image/upload/v1776614354/claude/candeggina-gel-012906.jpg,690g,24,Italy,0.69,,,,,,,"Store in a cool, dry place away from children.",,,,,,,,,,,[]
White & Shine Bleach,white-shine-bleach,HXXX-WHI&-582518,8003650012906,White & Shine Bleach by Harpic is a quality household product available at NigiTriple Supermarket.,Harpic White & Shine Bleach ? quality household product for everyday use.,3700,,,11,5,69e5aa5240cdaab22a0a1b05,69e5ab0440cdaab22a0a1b99,ACTIVE,,,,household|harpic|bleach,https://res.cloudinary.com/nigittriple/image/upload/v1776614344/claude/white-shine-bleach-012906.jpg,740g,24,Italy,0.74,,,,,,,"Store in a cool, dry place away from children.",,,,,,,,,,,[]
Prosecco Galie Extra Dry,prosecco-galie-extra-dry-a39l,ACXX-PROGAL-459918,178222111991,"Prosecco Galie Extra Dry by Astoria is a premium Italian ros?ine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",Astoria Prosecco Galie Extra Dry ? a distinguished Italian ros?ine with elegant character.,192300,,,1,5,69e5aa5040cdaab22a0a1b03,69e5aad740cdaab22a0a1b73,ACTIVE,,,,wine|Italian wine|astoria|ros?fine wine|prosecco|Astoria,https://res.cloudinary.com/nigittriple/image/upload/v1776614333/claude/prosecco-galie-extra-dry-111991.jpg,3000ml,6,Italy,3,,,,,,,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",,Sulphites,,,,,,,,,[]
Disincrosante gel,disincrosante-gel,HXXX-DISGEL-826018,8003650012883,Disincrosante gel by WC NET is a quality household product available at NigiTriple Supermarket.,WC NET Disincrosante gel ? quality household product for everyday use.,6550,,,22,5,69e5aa5240cdaab22a0a1b05,69e5abede318e71f0883153e,ACTIVE,,,,household|wc net|cleaning agent,https://res.cloudinary.com/nigittriple/image/upload/v1776614320/claude/disincrosante-gel-012883.jpg,680g,24,Italy,0.68,,,,,,,"Store in a cool, dry place away from children.",,,,,,,,,,,[]
Sparkling Fashion Victim Special Edition,sparkling-fashion-victim-special-edition,ACXX-SPAFAS-992422,8003905060300,"Sparkling Fashion Victim Special Edition by Astoria is a premium Italian Italian wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",Astoria Sparkling Fashion Victim Special Edition ? a distinguished Italian Italian wine with elegant character.,162320,,,1,5,69e5aa5040cdaab22a0a1b03,69e5aad740cdaab22a0a1b73,ACTIVE,,,,wine|Italian wine|astoria|Italian|fine wine|Astoria,https://res.cloudinary.com/nigittriple/image/upload/v1776614311/claude/sparkling-fashion-victim-special-edition-060300.jpg,3000ml,6,Italy,3,,,,,,,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",,Sulphites,,,,,,,,,[]
Plastic Refuse Packer,plastic-refuse-packer,HXXX-PLAREF-379789,100,Plastic Refuse Packer by Sacme is a quality household product available at NigiTriple Supermarket.,Sacme Plastic Refuse Packer ? quality household product for everyday use.,1200,,,8,5,69e5aa5240cdaab22a0a1b05,69e5abece318e71f0883153d,ACTIVE,,,,household|sacme|refuse packer,https://res.cloudinary.com/nigittriple/image/upload/v1776614296/claude/plastic-refuse-packer-0692.jpg,30g,24,Italy,0.03,,,,,,,"Store in a cool, dry place away from children.",,,,,,,,,,,[]
Valdobbiadene Prosecco Corderie,valdobbiadene-prosecco-corderie,ACXX-VALPRO-894329,8003905091373,"Valdobbiadene Prosecco Corderie by Astoria is a premium Italian ros?ine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",Astoria Valdobbiadene Prosecco Corderie ? a distinguished Italian ros?ine with elegant character.,174800,,,1,5,69e5aa5040cdaab22a0a1b03,69e5aad740cdaab22a0a1b73,ACTIVE,,,,wine|Italian wine|astoria|ros?fine wine|prosecco|Astoria,https://res.cloudinary.com/nigittriple/image/upload/v1776614286/claude/valdobbiadene-prosecco-corderie-091373.jpg,3000ml,6,Italy,3,,,,,,,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",,Sulphites,,,,,,,,,[]
100% Limescale Remover,100-limescale-remover,HXXX-100LIM-260824,5011417539071,100% Limescale Remover by Harpic is a quality household product available at NigiTriple Supermarket.,Harpic 100% Limescale Remover ? quality household product for everyday use.,3700,,,1,5,69e5aa5240cdaab22a0a1b05,69e5ab0440cdaab22a0a1b99,ACTIVE,,,,household|harpic|cleaning agent,https://res.cloudinary.com/nigittriple/image/upload/v1776614273/claude/100-limescale-remover-539071.jpg,740g,24,Italy,0.74,,,,,,,"Store in a cool, dry place away from children.",,,,,,,,,,,[]
Sparkling Fashion Victim Rose,sparkling-fashion-victim-rose,ACXX-SPAFAS-373063,8003905061024,"Sparkling Fashion Victim Rose by Astoria is a premium Italian ros?ine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",Astoria Sparkling Fashion Victim Rose ? a distinguished Italian ros?ine with elegant character.,162320,,,1,5,69e5aa5040cdaab22a0a1b03,69e5aad740cdaab22a0a1b73,ACTIVE,,,,wine|Italian wine|astoria|ros?fine wine|Astoria,https://res.cloudinary.com/nigittriple/image/upload/v1776614262/claude/sparkling-fashion-victim-rose-061024.jpg,3000ml,6,Italy,3,,,,,,,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",,Sulphites,,,,,,,,,[]
